-47.4,19.373,126.12,-1,0,0,0,1,0,0,0,-1
-48.675,23.622,123.998,-1,0,0,0,1,0,0,0,-1
-51.114,26.603,120.831,-1,0,0,0,1,0,0,0,-1
-53.732,28.85,117.215,-1,0,0,0,1,0,0,0,-1
-56.322,30.771,113.395,-1,0,0,0,1,0,0,0,-1
-58.886,32.677,109.549,-1,0,0,0,1,0,0,0,-1
-61.506,34.842,105.885,-1,0,0,0,1,0,0,0,-1
-64.3,37.504,102.717,-1,0,0,0,1,0,0,0,-1
-67.329,40.798,100.525,-1,0,0,0,1,0,0,0,-1
-70.451,44.602,99.769,-1,0,0,0,1,0,0,0,-1
-73.472,48.506,100.463,-1,0,0,0,1,0,0,0,-1
-76.406,52.082,102.333,-1,0,0,0,1,0,0,0,-1
-79.193,55.161,105.104,-1,0,0,0,1,0,0,0,-1
-81.733,57.79,108.51,-1,0,0,0,1,0,0,0,-1
-84.006,60.075,112.329,-1,0,0,0,1,0,0,0,-1
-86.079,62.156,116.375,-1,0,0,0,1,0,0,0,-1
-88.112,64.268,120.425,-1,0,0,0,1,0,0,0,-1
-90.342,66.867,124.052,-1,0,0,0,1,0,0,0,-1
-92.574,70.612,126.406,-1,0,0,0,1,0,0,0,-1
-92.653,70.823,126.472,-1,0,0,0,1,0,0,0,-1
