334.009,45.0564,529.62,-1,0,0,0,1,0,0,0,-1
332.734,49.3054,527.498,-1,0,0,0,1,0,0,0,-1
330.295,52.2864,524.331,-1,0,0,0,1,0,0,0,-1
327.677,54.5334,520.715,-1,0,0,0,1,0,0,0,-1
325.087,56.4544,516.895,-1,0,0,0,1,0,0,0,-1
322.523,58.3604,513.049,-1,0,0,0,1,0,0,0,-1
319.903,60.5254,509.385,-1,0,0,0,1,0,0,0,-1
317.109,63.1874,506.217,-1,0,0,0,1,0,0,0,-1
314.08,66.4814,504.025,-1,0,0,0,1,0,0,0,-1
310.958,70.2854,503.269,-1,0,0,0,1,0,0,0,-1
307.937,74.1894,503.963,-1,0,0,0,1,0,0,0,-1
305.003,77.7654,505.833,-1,0,0,0,1,0,0,0,-1
302.216,80.8444,508.604,-1,0,0,0,1,0,0,0,-1
299.676,83.4734,512.01,-1,0,0,0,1,0,0,0,-1
297.403,85.7584,515.829,-1,0,0,0,1,0,0,0,-1
295.33,87.8394,519.875,-1,0,0,0,1,0,0,0,-1
293.297,89.9514,523.925,-1,0,0,0,1,0,0,0,-1
291.067,92.5504,527.552,-1,0,0,0,1,0,0,0,-1
288.835,96.2954,529.906,-1,0,0,0,1,0,0,0,-1
288.756,96.5064,529.972,-1,0,0,0,1,0,0,0,-1
288.756,96.5064,529.972,-1,0,0,0,1,0,0,0,-1
288.756,96.5064,529.972,-1,0,0,0,1,0,0,0,-1
